Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN03060,3,0,2,2,Meal_Plan_1,0,Room_Type_4,191,2018,6,4,Online,0,0,0,101.34,2,Canceled
INN03330,2,1,1,4,Meal_Plan_1,0,Room_Type_1,225,2018,10,17,Online,0,0,0,106.25,0,Canceled
INN03458,2,0,1,1,Meal_Plan_1,0,Room_Type_4,47,2018,6,4,Online,0,0,0,131.4,0,Canceled
INN03556,2,0,2,2,Meal_Plan_1,0,Room_Type_1,166,2018,8,5,Online,0,0,0,99.45,0,Canceled
INN22751,3,0,0,4,Meal_Plan_1,0,Room_Type_4,36,2018,6,29,Online,0,0,0,150.3,0,Canceled
INN04932,2,0,0,2,Meal_Plan_2,0,Room_Type_1,256,2018,6,15,Online,0,0,0,115,1,Canceled
INN11792,1,0,0,2,Meal_Plan_1,0,Room_Type_1,50,2018,4,8,Online,0,0,0,112.5,0,Canceled
INN18609,1,0,2,5,Meal_Plan_1,0,Room_Type_1,109,2018,8,8,Online,0,0,0,108.9,1,Canceled
INN20425,3,0,2,4,Meal_Plan_1,0,Room_Type_4,39,2018,11,12,Online,0,0,0,124.67,0,Canceled
INN21025,2,0,0,2,Meal_Plan_1,0,Room_Type_1,177,2018,6,3,Offline,0,0,0,100,0,Canceled
INN10922,2,0,0,3,Not_Selected,0,Room_Type_1,15,2018,5,31,Online,0,0,0,109,0,Canceled
INN05679,3,0,3,8,Meal_Plan_1,0,Room_Type_5,61,2018,7,18,Online,0,0,0,139.34,1,Canceled
INN31790,2,0,2,3,Meal_Plan_1,0,Room_Type_4,36,2018,9,24,Online,0,0,0,139.14,0,Canceled
INN18214,2,2,0,3,Meal_Plan_1,0,Room_Type_7,41,2018,4,21,Online,0,0,0,191.58,0,Canceled
INN20814,2,0,2,2,Meal_Plan_1,0,Room_Type_1,31,2018,5,8,Online,0,0,0,97.71,0,Canceled
INN32746,2,0,0,3,Meal_Plan_1,0,Room_Type_1,104,2018,4,28,Online,0,0,0,102.3,0,Canceled
INN26444,2,0,2,2,Meal_Plan_1,0,Room_Type_1,5,2018,9,17,Online,0,0,0,166.5,1,Canceled
INN32976,2,0,0,2,Meal_Plan_2,0,Room_Type_1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN04208,2,0,0,2,Meal_Plan_1,0,Room_Type_1,308,2018,11,25,Online,0,0,0,52,0,Canceled
INN35383,2,0,1,2,Meal_Plan_1,0,Room_Type_1,78,2018,3,25,Offline,0,0,0,100,0,Canceled
INN36087,2,0,0,2,Meal_Plan_2,0,Room_Type_1,273,2017,7,17,Offline,0,0,0,109,0,Canceled
INN32094,2,0,1,2,Meal_Plan_1,0,Room_Type_4,10,2018,2,26,Online,0,0,0,106,0,Canceled
INN15929,2,0,2,1,Not_Selected,0,Room_Type_1,108,2018,12,10,Online,0,0,0,79.2,1,Canceled
INN30269,2,0,2,0,Meal_Plan_2,0,Room_Type_1,75,2018,10,30,Offline,0,0,0,105,0,Canceled
INN29876,2,0,0,1,Meal_Plan_1,0,Room_Type_1,207,2018,10,4,Online,0,0,0,108.9,2,Canceled
INN19745,3,0,2,1,Meal_Plan_1,0,Room_Type_4,25,2018,12,3,Online,0,0,0,154,0,Canceled
INN23979,3,0,2,2,Meal_Plan_1,0,Room_Type_4,47,2018,3,18,Online,0,0,0,124.1,1,Canceled
INN02927,2,0,0,3,Meal_Plan_1,0,Room_Type_1,45,2018,3,3,Online,0,0,0,78.3,0,Canceled
INN03233,2,0,0,3,Meal_Plan_2,0,Room_Type_1,34,2017,9,23,Online,0,0,0,224.67,0,Canceled
INN14976,2,0,1,1,Meal_Plan_1,0,Room_Type_1,27,2018,9,26,Online,0,0,0,111.2,0,Canceled
INN01192,2,0,2,0,Meal_Plan_1,0,Room_Type_1,146,2018,4,24,Online,0,0,0,95,0,Canceled
INN05469,2,0,2,1,Not_Selected,0,Room_Type_1,15,2018,5,7,Online,0,0,0,109,0,Canceled
INN25093,2,0,1,2,Not_Selected,0,Room_Type_1,104,2018,10,17,Online,0,0,0,108,1,Canceled
INN13401,2,0,0,4,Meal_Plan_1,0,Room_Type_1,21,2017,9,29,Online,0,0,0,133.5,0,Canceled
INN09101,2,0,0,3,Meal_Plan_2,0,Room_Type_4,2,2018,11,17,Online,0,0,0,168,1,Canceled
INN25967,2,0,0,1,Meal_Plan_1,0,Room_Type_1,105,2018,4,6,Offline,0,0,0,75,0,Canceled
INN12521,2,0,2,3,Meal_Plan_1,0,Room_Type_1,259,2018,10,2,Online,0,0,0,96.1,0,Canceled
INN25321,2,0,2,3,Not_Selected,0,Room_Type_1,73,2018,9,18,Offline,0,0,0,85,0,Canceled
INN08163,2,0,0,2,Meal_Plan_1,0,Room_Type_1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
INN02155,2,0,0,3,Meal_Plan_1,0,Room_Type_2,246,2018,9,8,Online,0,0,0,81.77,1,Canceled
INN26315,1,0,2,1,Meal_Plan_2,0,Room_Type_1,220,2018,9,17,Offline,0,0,0,128,0,Canceled
INN35994,3,0,1,3,Meal_Plan_1,0,Room_Type_4,134,2018,11,21,Online,0,0,0,115.6,2,Canceled
INN08125,2,0,1,2,Meal_Plan_1,0,Room_Type_1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN03964,2,0,1,2,Meal_Plan_1,0,Room_Type_1,418,2018,9,26,Online,0,0,0,75,0,Canceled
INN24984,2,0,0,1,Meal_Plan_1,0,Room_Type_1,73,2018,5,7,Online,0,0,0,126.9,0,Canceled
INN21760,1,0,0,1,Meal_Plan_1,0,Room_Type_1,182,2018,10,12,Offline,0,0,0,120,0,Canceled
INN12301,2,1,0,2,Meal_Plan_1,0,Room_Type_1,86,2018,8,9,Online,0,0,0,120.69,1,Canceled
INN01541,2,0,1,3,Not_Selected,0,Room_Type_1,161,2018,7,7,Online,0,0,0,97.75,1,Canceled
INN25766,1,0,2,5,Not_Selected,0,Room_Type_1,23,2018,10,30,Online,0,0,0,89.64,1,Canceled
INN33323,2,0,2,0,Meal_Plan_1,0,Room_Type_1,146,2018,4,24,Offline,0,0,0,95,0,Canceled
INN04007,2,0,1,2,Meal_Plan_1,0,Room_Type_1,159,2018,9,19,Online,0,0,0,144,0,Canceled
INN32869,2,0,0,2,Meal_Plan_1,0,Room_Type_1,192,2018,6,24,Offline,0,0,0,110,0,Canceled
INN07931,2,0,2,0,Meal_Plan_1,0,Room_Type_4,155,2018,9,18,Online,0,0,0,143.1,0,Canceled
INN31344,2,0,2,1,Meal_Plan_2,0,Room_Type_1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
INN29472,2,0,0,2,Not_Selected,0,Room_Type_1,15,2018,2,12,Online,0,0,0,79,0,Canceled
INN34624,2,0,0,3,Meal_Plan_1,0,Room_Type_1,35,2018,6,30,Online,0,0,0,117.9,0,Canceled
INN32941,1,0,0,2,Meal_Plan_1,0,Room_Type_1,181,2018,10,11,Offline,0,0,0,120,0,Canceled
INN26910,2,0,0,3,Meal_Plan_1,0,Room_Type_1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN07237,2,0,2,3,Meal_Plan_1,0,Room_Type_1,62,2017,7,2,Online,0,0,0,76.5,1,Canceled
INN17958,2,0,2,1,Meal_Plan_1,0,Room_Type_4,139,2018,5,21,Online,0,0,0,124.5,1,Canceled
INN11872,3,0,0,4,Meal_Plan_1,0,Room_Type_1,270,2018,4,20,Offline,0,0,0,110,0,Canceled
INN10386,2,0,0,3,Meal_Plan_1,0,Room_Type_4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
INN16604,3,0,1,1,Meal_Plan_1,0,Room_Type_4,34,2018,4,30,Online,0,0,0,159.3,0,Canceled
INN01348,2,0,0,3,Meal_Plan_1,0,Room_Type_4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
INN24688,3,0,0,3,Meal_Plan_1,0,Room_Type_1,74,2018,4,6,Online,0,0,0,128.7,0,Canceled
INN22851,2,0,2,1,Not_Selected,0,Room_Type_2,150,2018,4,9,Online,0,0,0,86.62,1,Canceled
INN26925,2,0,1,3,Meal_Plan_1,0,Room_Type_2,102,2018,12,26,Online,0,0,0,110.34,0,Canceled
INN28494,2,0,0,2,Meal_Plan_2,0,Room_Type_1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN23750,2,0,0,2,Meal_Plan_2,0,Room_Type_1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN35146,1,0,2,1,Meal_Plan_1,0,Room_Type_1,116,2018,2,28,Offline,0,0,0,61,0,Canceled
INN21541,3,0,2,3,Meal_Plan_1,0,Room_Type_4,31,2018,3,5,Online,0,0,0,119.1,1,Canceled
INN12210,3,0,0,4,Meal_Plan_1,0,Room_Type_4,10,2018,3,23,Online,0,0,0,182,0,Canceled
INN31591,3,0,2,3,Meal_Plan_1,0,Room_Type_4,242,2018,10,7,Online,0,0,0,150.45,0,Canceled
INN00189,2,0,2,3,Meal_Plan_1,0,Room_Type_1,303,2018,8,19,Online,0,0,0,78,0,Canceled
INN11122,2,0,0,1,Meal_Plan_1,0,Room_Type_1,8,2018,5,25,Online,0,0,0,111.35,0,Canceled
INN07946,2,0,1,3,Not_Selected,0,Room_Type_1,85,2018,4,28,Online,0,0,0,102.43,0,Canceled
INN02593,2,0,2,0,Meal_Plan_2,0,Room_Type_1,386,2018,10,23,Online,0,0,0,115,1,Canceled
INN16784,2,0,0,2,Meal_Plan_1,0,Room_Type_1,158,2018,11,25,Online,0,0,0,90,1,Canceled
INN13338,2,0,0,1,Not_Selected,0,Room_Type_1,30,2018,10,6,Online,0,0,0,97.02,0,Canceled
INN28699,3,0,2,1,Meal_Plan_1,0,Room_Type_4,124,2018,7,16,Online,0,0,0,137.7,1,Canceled
INN33449,1,0,0,2,Meal_Plan_1,0,Room_Type_1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN07345,2,0,2,6,Meal_Plan_1,0,Room_Type_4,214,2018,8,18,Online,0,0,0,100.51,1,Canceled
INN18589,2,0,0,3,Meal_Plan_1,0,Room_Type_1,433,2018,9,8,Offline,0,0,0,70,0,Canceled
INN00081,2,2,0,2,Meal_Plan_1,0,Room_Type_6,83,2018,4,1,Online,0,0,0,159.3,0,Canceled
INN33927,2,0,0,2,Meal_Plan_2,0,Room_Type_1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN16516,2,0,1,2,Meal_Plan_1,0,Room_Type_1,94,2018,10,7,Online,0,0,0,118.8,0,Canceled
INN09532,2,0,0,2,Meal_Plan_1,0,Room_Type_1,50,2018,11,9,Online,0,0,0,145.69,0,Canceled
INN19750,2,0,1,4,Meal_Plan_1,0,Room_Type_1,148,2018,8,22,Online,0,0,0,96.3,0,Canceled
INN23566,2,0,0,3,Meal_Plan_1,0,Room_Type_1,279,2018,10,12,Offline,0,0,0,110,0,Canceled
INN09165,2,1,0,2,Meal_Plan_1,0,Room_Type_6,49,2018,7,20,Online,0,0,0,198.9,0,Canceled
INN01877,2,0,0,2,Meal_Plan_1,0,Room_Type_1,217,2018,8,10,Online,0,0,0,96.3,0,Canceled
INN24082,2,0,2,2,Meal_Plan_1,0,Room_Type_4,81,2018,3,26,Online,0,0,0,95.2,0,Canceled
INN21324,1,0,0,1,Not_Selected,0,Room_Type_1,103,2018,9,28,Offline,0,0,0,85,0,Canceled
INN14927,2,0,2,3,Meal_Plan_1,0,Room_Type_1,244,2018,10,30,Online,0,0,0,85.85,0,Canceled
INN20178,2,0,1,1,Meal_Plan_2,0,Room_Type_1,247,2018,6,6,Offline,0,0,0,115,1,Canceled
INN17141,2,0,1,2,Meal_Plan_1,0,Room_Type_1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN34928,2,0,0,1,Meal_Plan_1,0,Room_Type_1,53,2018,4,2,Online,0,0,0,90.9,0,Canceled
INN30834,2,0,1,1,Meal_Plan_1,0,Room_Type_1,190,2018,4,9,Offline,1,13,1,70,0,Canceled
INN14561,2,0,1,3,Meal_Plan_1,0,Room_Type_1,285,2018,10,3,Offline,0,0,0,100,0,Canceled
INN24183,1,0,2,1,Meal_Plan_1,0,Room_Type_1,72,2018,4,3,Online,0,0,0,87.3,0,Canceled
INN27694,2,3,0,2,Meal_Plan_1,0,Room_Type_7,114,2018,8,2,Online,0,0,0,266.3,0,Canceled
INN16757,2,0,1,2,Meal_Plan_1,0,Room_Type_1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN13466,2,0,1,0,Meal_Plan_1,0,Room_Type_1,258,2018,10,16,Offline,0,0,0,110,0,Canceled
INN29754,2,2,2,2,Meal_Plan_1,0,Room_Type_6,11,2018,4,24,Online,0,0,0,203.5,0,Canceled
INN09745,2,0,1,0,Not_Selected,0,Room_Type_1,14,2018,6,26,Online,0,0,0,89,0,Canceled
INN02083,1,0,3,7,Meal_Plan_1,0,Room_Type_4,17,2018,2,19,Online,0,0,0,107.7,1,Canceled
INN14506,3,0,1,1,Meal_Plan_1,0,Room_Type_4,66,2018,6,4,Online,0,0,0,154.8,0,Canceled
INN15038,2,0,0,4,Not_Selected,0,Room_Type_1,213,2018,12,27,Online,0,0,0,79.48,1,Canceled
INN03165,2,0,1,2,Meal_Plan_1,0,Room_Type_1,94,2018,4,8,Online,0,0,0,96.3,0,Canceled
INN28306,3,0,1,1,Meal_Plan_2,0,Room_Type_4,33,2018,4,30,Online,0,0,0,210.6,0,Canceled
INN00401,2,0,0,1,Meal_Plan_1,0,Room_Type_1,221,2018,8,12,Online,0,0,0,80,0,Canceled
INN11501,2,0,2,4,Not_Selected,0,Room_Type_1,262,2018,12,14,Online,0,0,0,63.75,0,Canceled
INN23357,2,0,1,3,Not_Selected,0,Room_Type_1,106,2018,5,2,Online,0,0,0,65.79,0,Canceled
INN09958,2,0,1,2,Meal_Plan_1,0,Room_Type_1,21,2018,8,15,Online,0,0,0,151,0,Canceled
INN00316,3,0,1,0,Meal_Plan_1,0,Room_Type_4,27,2018,4,17,Online,0,0,0,137,0,Canceled
INN19434,1,0,0,2,Meal_Plan_2,0,Room_Type_1,377,2018,10,14,Offline,0,0,0,90,0,Canceled
INN30248,2,0,1,3,Meal_Plan_1,0,Room_Type_1,50,2018,11,3,Online,0,0,0,108,1,Canceled
INN20638,2,0,1,2,Not_Selected,0,Room_Type_1,18,2018,3,18,Online,0,0,0,97,0,Canceled
INN36043,2,0,1,3,Meal_Plan_1,0,Room_Type_1,158,2018,6,30,Online,0,0,0,90.95,1,Canceled
INN36163,2,0,2,3,Meal_Plan_1,0,Room_Type_2,51,2018,4,28,Online,0,0,0,116.1,0,Canceled
INN32573,2,0,0,3,Meal_Plan_1,0,Room_Type_1,27,2018,5,10,Online,0,0,0,141,0,Canceled
INN27402,2,0,0,1,Meal_Plan_1,0,Room_Type_1,11,2018,6,2,Online,0,0,0,111.35,0,Canceled
INN35933,2,0,1,2,Meal_Plan_1,0,Room_Type_1,267,2018,9,30,Offline,0,0,0,95,0,Canceled
INN24896,2,0,1,3,Meal_Plan_1,0,Room_Type_1,247,2018,12,26,Online,0,0,0,73.95,0,Canceled
INN09618,2,0,1,0,Meal_Plan_1,0,Room_Type_1,286,2018,10,16,Offline,0,0,0,90,0,Canceled
INN11434,2,0,0,1,Meal_Plan_1,0,Room_Type_1,4,2018,9,15,Online,0,0,0,169,0,Canceled
INN05310,2,0,0,2,Not_Selected,0,Room_Type_1,52,2018,4,21,Online,0,0,0,94.5,0,Canceled
INN09762,2,0,0,2,Meal_Plan_1,0,Room_Type_1,181,2018,8,30,Online,0,0,0,96.3,2,Canceled
INN11837,2,0,0,2,Meal_Plan_1,1,Room_Type_1,219,2018,9,13,Online,0,0,0,145.1,1,Canceled
INN19551,2,0,2,3,Meal_Plan_1,0,Room_Type_1,276,2018,5,13,Offline,0,0,0,61,0,Canceled
INN18238,1,0,0,2,Meal_Plan_1,0,Room_Type_1,181,2018,10,11,Offline,0,0,0,120,0,Canceled
INN17229,1,0,0,2,Meal_Plan_1,0,Room_Type_1,96,2017,7,23,Online,0,0,0,68,1,Canceled
INN19289,2,0,0,4,Meal_Plan_1,0,Room_Type_2,233,2018,8,17,Online,0,0,0,81.81,1,Canceled
INN35325,2,0,1,2,Meal_Plan_1,0,Room_Type_1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN25105,2,0,1,1,Meal_Plan_1,0,Room_Type_4,175,2018,9,17,Online,0,0,0,140.4,1,Canceled
INN16598,2,0,1,4,Meal_Plan_1,0,Room_Type_4,56,2018,10,17,Online,0,0,0,139.5,0,Canceled
INN34635,2,0,0,2,Meal_Plan_2,0,Room_Type_1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN35422,2,0,1,2,Meal_Plan_1,0,Room_Type_1,0,2017,8,21,Online,0,0,0,90,0,Canceled
INN25375,2,0,2,1,Meal_Plan_1,0,Room_Type_1,130,2017,8,1,Online,0,0,0,76.5,1,Canceled
INN20430,2,0,0,4,Meal_Plan_1,0,Room_Type_1,218,2018,8,9,Online,0,0,0,99.95,1,Canceled
INN20004,2,0,1,3,Meal_Plan_1,0,Room_Type_4,59,2018,3,10,Online,0,0,0,82.45,0,Canceled
INN20846,2,0,0,2,Meal_Plan_1,0,Room_Type_1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
INN35501,3,0,0,3,Meal_Plan_1,0,Room_Type_4,198,2018,9,22,Online,0,0,0,159.3,1,Canceled
INN04680,2,0,0,1,Not_Selected,0,Room_Type_1,35,2018,6,21,Online,0,0,0,89.1,1,Canceled
INN28706,2,0,1,4,Not_Selected,0,Room_Type_1,164,2018,8,1,Online,0,0,0,89.25,0,Canceled
INN09651,2,1,0,3,Meal_Plan_1,0,Room_Type_1,280,2018,12,6,Online,0,0,0,94.5,2,Canceled
INN25723,2,0,0,3,Meal_Plan_1,0,Room_Type_1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
INN15148,3,0,1,4,Meal_Plan_1,0,Room_Type_4,195,2018,9,5,Online,0,0,0,140.25,0,Canceled
INN30937,1,2,4,10,Meal_Plan_1,0,Room_Type_6,50,2018,9,3,Online,0,0,0,196.91,0,Canceled
INN00143,2,0,0,2,Meal_Plan_1,0,Room_Type_1,11,2018,11,18,Online,0,0,0,111,1,Canceled
INN29792,2,0,1,3,Meal_Plan_1,0,Room_Type_1,322,2018,5,19,Offline,0,0,0,80,0,Canceled
INN05211,2,0,1,2,Meal_Plan_1,0,Room_Type_4,168,2018,7,18,Online,0,0,0,112.8,1,Canceled
INN33467,2,0,1,2,Meal_Plan_1,0,Room_Type_1,206,2017,10,2,Online,0,0,0,59.07,0,Canceled
INN00489,2,0,1,3,Meal_Plan_1,0,Room_Type_1,24,2018,2,11,Online,0,0,0,91,0,Canceled
INN17696,2,0,1,1,Not_Selected,0,Room_Type_1,16,2018,3,5,Online,0,0,0,84,0,Canceled
INN35043,3,0,0,3,Meal_Plan_1,0,Room_Type_4,12,2018,3,24,Online,0,0,0,183.67,0,Canceled
INN10828,1,0,0,4,Meal_Plan_1,0,Room_Type_1,69,2017,7,22,Online,0,0,0,68,1,Canceled
INN24904,1,0,0,2,Meal_Plan_2,0,Room_Type_1,377,2018,10,14,Offline,0,0,0,90,1,Canceled
INN16482,2,0,2,5,Meal_Plan_1,0,Room_Type_1,151,2018,9,4,Online,0,0,0,121.5,2,Canceled
INN18670,2,0,2,0,Not_Selected,1,Room_Type_1,189,2018,7,10,Online,0,0,0,112.5,1,Canceled
INN01783,2,0,0,1,Meal_Plan_1,0,Room_Type_1,180,2017,10,16,Online,0,0,0,70,0,Canceled
INN07712,2,0,2,1,Not_Selected,0,Room_Type_1,19,2018,9,24,Online,0,0,0,129,0,Canceled
INN01739,2,0,2,5,Meal_Plan_1,0,Room_Type_1,257,2018,12,25,Online,0,0,0,78.81,2,Canceled
INN16521,1,0,2,1,Meal_Plan_1,0,Room_Type_1,93,2018,10,15,Offline,0,0,0,115,0,Canceled
INN10513,2,0,0,2,Meal_Plan_1,0,Room_Type_1,186,2018,7,28,Online,0,0,0,96.3,1,Canceled
INN17937,2,2,2,4,Meal_Plan_1,0,Room_Type_6,2,2018,4,23,Online,0,0,0,206,0,Canceled
INN11990,2,0,0,1,Meal_Plan_1,0,Room_Type_1,94,2017,11,17,Online,0,0,0,72.25,0,Canceled
INN12709,2,0,1,2,Not_Selected,0,Room_Type_1,155,2018,8,22,Online,0,0,0,94.5,0,Canceled
INN23412,1,0,0,2,Meal_Plan_1,0,Room_Type_1,103,2018,4,19,Offline,0,0,0,115,0,Canceled
INN21853,2,0,0,3,Meal_Plan_1,0,Room_Type_4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
INN29038,2,0,0,2,Meal_Plan_2,0,Room_Type_1,292,2018,7,21,Offline,0,0,0,115,0,Canceled
INN20418,2,0,0,1,Not_Selected,0,Room_Type_1,72,2018,3,16,Online,0,0,0,67.5,0,Canceled
INN09764,2,0,1,1,Meal_Plan_1,0,Room_Type_1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
INN16175,2,0,2,5,Meal_Plan_1,0,Room_Type_1,18,2017,8,29,Online,0,0,0,98.57,2,Canceled
INN30313,2,0,0,2,Not_Selected,0,Room_Type_1,23,2018,10,20,Online,0,0,0,119,1,Canceled
INN31503,2,0,1,2,Meal_Plan_1,0,Room_Type_1,198,2018,9,9,Offline,0,0,0,90,0,Canceled
INN21865,2,0,0,3,Meal_Plan_2,0,Room_Type_1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
INN08699,2,0,2,1,Meal_Plan_1,0,Room_Type_1,127,2018,5,22,Online,0,0,0,105.3,0,Canceled
INN17358,2,0,0,4,Not_Selected,0,Room_Type_1,144,2018,7,6,Online,0,0,0,97.75,0,Canceled
INN11502,2,0,1,1,Meal_Plan_2,0,Room_Type_1,301,2018,7,30,Offline,0,0,0,115,1,Canceled
INN02999,2,0,2,2,Meal_Plan_1,0,Room_Type_1,60,2018,3,20,Online,0,0,0,75,0,Canceled
INN21444,2,0,0,4,Meal_Plan_2,0,Room_Type_1,296,2018,9,21,Offline,0,0,0,117,1,Canceled
INN16160,2,0,0,4,Meal_Plan_2,0,Room_Type_4,49,2018,3,30,Online,0,0,0,130.9,1,Canceled
INN12050,3,0,2,2,Meal_Plan_1,0,Room_Type_4,156,2018,8,20,Online,0,0,0,130.05,0,Canceled
INN23379,2,0,0,1,Meal_Plan_1,0,Room_Type_1,105,2018,4,6,Offline,0,0,0,75,0,Canceled
INN34040,3,0,0,2,Meal_Plan_1,0,Room_Type_4,32,2018,2,26,Online,0,0,0,121.5,1,Canceled
INN16464,2,0,2,0,Meal_Plan_2,0,Room_Type_1,386,2018,10,23,Offline,0,0,0,115,1,Canceled
INN20423,2,0,1,0,Meal_Plan_1,0,Room_Type_1,148,2018,8,7,Online,0,0,0,114.3,0,Canceled
INN05729,2,0,2,3,Meal_Plan_1,0,Room_Type_1,24,2018,8,19,Online,0,0,0,78,0,Canceled
INN23674,3,0,1,4,Meal_Plan_1,0,Room_Type_1,73,2018,5,9,Online,0,0,0,150.45,0,Canceled
INN15364,1,0,1,2,Meal_Plan_1,0,Room_Type_1,61,2018,2,29,Online,0,0,0,78.9,1,Canceled
INN36248,2,0,0,2,Not_Selected,0,Room_Type_1,23,2018,11,18,Online,0,0,0,91.5,1,Canceled
INN06075,2,0,0,1,Meal_Plan_1,0,Room_Type_1,92,2017,7,31,Online,0,0,0,76.5,1,Canceled
INN20856,3,0,2,3,Meal_Plan_1,0,Room_Type_4,165,2018,9,2,Online,0,0,0,150.45,0,Canceled
INN19719,2,0,0,1,Not_Selected,0,Room_Type_1,50,2018,10,20,Online,0,0,0,89.1,0,Canceled
INN29606,2,1,1,0,Meal_Plan_1,0,Room_Type_1,10,2018,7,24,Online,0,0,0,160,1,Canceled
INN36267,2,0,2,2,Meal_Plan_1,0,Room_Type_2,8,2018,3,4,Online,0,0,0,85.96,1,Canceled
INN06543,2,0,2,9,Meal_Plan_1,0,Room_Type_4,106,2018,3,15,Online,0,0,0,110.77,0,Canceled
INN19953,3,0,1,3,Meal_Plan_1,0,Room_Type_4,154,2018,10,17,Online,0,0,0,151.2,2,Canceled
INN30690,2,0,0,3,Not_Selected,0,Room_Type_1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled
INN02295,2,0,0,2,Not_Selected,0,Room_Type_1,54,2018,11,11,Online,0,0,0,79.2,0,Canceled
INN20686,1,0,0,2,Meal_Plan_1,0,Room_Type_1,0,2017,9,4,Online,0,0,0,133,0,Canceled
INN24565,3,0,0,2,Meal_Plan_1,0,Room_Type_4,136,2018,11,22,Online,0,0,0,122.4,1,Canceled
INN31979,2,0,0,1,Not_Selected,0,Room_Type_1,1,2018,4,13,Online,0,0,0,89,0,Canceled
INN16702,2,0,1,2,Meal_Plan_1,0,Room_Type_1,191,2018,6,3,Offline,0,0,0,132,0,Canceled
INN03879,2,0,1,2,Not_Selected,0,Room_Type_1,162,2018,8,8,Online,0,0,0,103.5,0,Canceled
INN19510,2,1,0,3,Meal_Plan_1,0,Room_Type_1,172,2018,10,4,Online,0,0,0,108.9,0,Canceled
INN17964,1,0,2,2,Meal_Plan_1,0,Room_Type_1,163,2018,6,5,Offline,0,0,0,100,0,Canceled
INN09188,2,0,2,1,Meal_Plan_1,0,Room_Type_4,53,2018,3,6,Online,0,0,0,96.3,0,Canceled
INN20706,2,0,1,3,Meal_Plan_1,0,Room_Type_4,281,2018,10,3,Online,0,0,0,108.8,0,Canceled
INN09442,2,0,2,3,Meal_Plan_1,0,Room_Type_1,81,2018,4,8,Online,0,0,0,90.95,0,Canceled
INN16654,2,0,0,3,Meal_Plan_1,0,Room_Type_1,10,2018,2,9,Online,0,0,0,93,1,Canceled
INN20728,2,2,2,0,Meal_Plan_1,0,Room_Type_6,56,2018,3,20,Online,0,0,0,180,1,Canceled
INN08887,2,0,2,1,Meal_Plan_1,0,Room_Type_1,23,2018,10,29,Online,0,0,0,140,0,Canceled
INN13291,1,0,1,0,Meal_Plan_1,0,Room_Type_1,3,2018,11,21,Corporate,0,0,0,65,0,Canceled
INN00339,2,0,0,3,Meal_Plan_1,0,Room_Type_4,143,2018,8,18,Online,0,0,0,140.7,0,Canceled
INN15998,2,0,1,3,Meal_Plan_1,0,Room_Type_1,157,2018,3,24,Online,0,0,0,106.2,2,Canceled
INN06347,2,1,1,1,Meal_Plan_1,1,Room_Type_1,153,2018,7,23,Online,0,0,0,130.5,2,Canceled
INN01414,3,0,0,4,Meal_Plan_1,0,Room_Type_4,103,2018,9,13,Online,0,0,0,168.3,1,Canceled
INN21206,2,0,0,3,Meal_Plan_1,0,Room_Type_2,246,2018,9,8,Online,0,0,0,81.77,1,Canceled
INN21630,2,1,2,5,Meal_Plan_1,0,Room_Type_4,180,2018,8,3,Online,0,0,0,129.7,1,Canceled
INN19774,2,0,2,0,Meal_Plan_1,0,Room_Type_1,36,2018,6,26,Online,0,0,0,94.35,0,Canceled
INN09356,2,0,0,4,Meal_Plan_1,0,Room_Type_1,73,2017,7,7,Online,0,0,0,68,0,Canceled
INN29988,1,0,0,2,Meal_Plan_1,0,Room_Type_1,193,2018,6,22,Online,0,0,0,100.8,1,Canceled
INN05780,2,1,1,1,Meal_Plan_1,0,Room_Type_1,155,2018,8,1,Online,0,0,0,130.5,1,Canceled
INN00951,2,0,1,1,Not_Selected,0,Room_Type_1,63,2018,3,28,Online,0,0,0,80.1,0,Canceled
